trt,title,field,verdict,drop_stage,isim_adayi,guven,kanit_frame,kanit_ocr,gorsel_gozlem,note,code_location,fix_hint
1996-0031,SOĞUK SUYA VURAN GÜNEŞ,KIMLIK,D_JENERIKTE_YOK,,,ORTA,E:\MITAS\Database\SOĞUK SUYA VURAN GÜNEŞ 1996-0031-1-0000-00-1\frames\giris\g_0179.png,ocr_raw_reads.jsonl frame_index=180 text='JACQUES DERAY'; kunye_teslim.md satir 25: 'Yönetmen: JACQUES DERAY',"Kontrol edilen giris jenerik frame'lerinde (g_0022-g_0026, g_0043, g_0049-g_0050, g_0065, g_0179) yonetmen 'JACQUES DERAY' ve ana 10 oyuncu (Claudine Auger, Marc Porel, Nadine Alari, Jean-Claude Carriere, Gerard Depardieu) net Latin harflerle okundu ve final kunyeyle (kunye_teslim.md) birebir eslesiyor.","YONETMEN ve final 10 oyuncunun tamami dogru/tutarli okunmus (sorunsuz); bu finding sadece Bernard Fresson disindaki KIMLIK alaninin genel dogrulugunu kayit altina alir, ayri bir hata degildir.",,"YONETMEN ve final 10 oyuncunun tamami dogru/tutarli okunmus (sorunsuz); bu finding sadece Bernard Fresson disindaki KIMLIK alaninin genel dogrulugunu kayit altina alir, ayri bir hata degildir."
1996-0310,İŞARET DİREĞİ,YONETMEN,D_JENERIKTE_YOK,garble_gate,,ORTA,E:\MITAS\Database\İŞARET DİREĞİ 1996-0310-1-0000-00-1\frames\cikis\c_0600.png,"ocr_ham.txt satir 203-211: '企画·割作 NHK / 企画·制作' (sadece yapimci NHK, yonetmen yok)","45 giris_jenerik karesi + master_dilim p01/p02 + giris_reading_master_runaware.png tek tek acildi: sadece 'ドラマ' (Dorama) baslik karti, trafik levhalari (nagafu polis/trafik guvenligi dernegi), kamyon/minivan plakalari gorunuyor. Kapanis kartinda (frames/cikis c_0595-c_0720, sabit) 'ドラマ みちしるべ / 終 / 企画・制作 NHK' yaziyor - yonetmen adi bu kartta da yok.","Jenerikte (giris+cikis, 45+720 kare tarandi) hicbir alfabede yonetmen adi yok; route.agir 'garble' diyor ama gercekte CJK metin okunakli-JAPONCA, yonetmen bilgisi hic mevcut degil -> D_JENERIKTE_YOK ile garble_gate ayrimi net degil, bu yuzden guven ORTA.",,"Jenerikte (giris+cikis, 45+720 kare tarandi) hicbir alfabede yonetmen adi yok; route.agir 'garble' diyor ama gercekte CJK metin okunakli-JAPONCA, yonetmen bilgisi hic mevcut degil -> D_JENERIKTE_YOK ile garble_gate ayrimi net degil, bu yuzden guven ORTA."
1996-0310,İŞARET DİREĞİ,KIMLIK,D_JENERIKTE_YOK,KB_veto,,YUKSEK,E:\MITAS\Database\İŞARET DİREĞİ 1996-0310-1-0000-00-1\frames\cikis\c_0600.png,"dilim_oneocr.txt satir 98-104: 'QI HUA · GE ZUO / QI HUA · ZHI ZUO' (yanlis pinyin-transliterasyon, aslinda 企画·制作 = 'Planlama/Yapim')","Kapanis kartinda gercek Japonca baslik acikca okunuyor: 'ドラマ みちしるべ' (Dorama: Michishirube). Bu Turkce 'İŞARET DİREĞİ' basligi ile anlam olarak eslesiyor (michishirube = yol isareti/yol gostericisi), yani 'yanlis-film supheli' degil, DOGRU film ama kaynagi NHK yapimi bir Japon TV dramasi (720 karelik cikis + 45 karelik giris jenerigi taranarak dogrulandi). Cast/yonetmen bilgisi bu jenerik parcalari","KB cross-check 'kimlik celiskisi' bulmus olabilir cunku OCR motoru CJK metni yanlis pinyin/latin harflere donusturmus (garble); ancak gorsel dogrulamada baslik-ceviri tutarli, film kimligi doğru gorunuyor, sadece cast/yonetmen METADATASI jenerikte yok.",,"KB cross-check 'kimlik celiskisi' bulmus olabilir cunku OCR motoru CJK metni yanlis pinyin/latin harflere donusturmus (garble); ancak gorsel dogrulamada baslik-ceviri tutarli, film kimligi doğru gorunuyor, sadece cast/yonetmen METADATASI jenerikte yok."
1996-0310,İŞARET DİREĞİ,CAST,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\İŞARET DİREĞİ 1996-0310-1-0000-00-1\frames\giris_jenerik\g_0059.png,ocr_ham.txt / dilim_oneocr.txt hicbir satirinda kisi-adi paterni yok (sadece CJK sokak levhalari + 'CIGARETTES/Coke/LIMENIT/CINENT' gibi reklam panosu kirintilari),"giris_jenerik (45 kare, tamami tarandi: g_0002, g_0030, g_0059 dahil) ve cikis kapanis karti (c_0595-720) tek bir oyuncu ismi icermiyor; sadece sokak/trafik sahneleri, arac plakalari ve 'ドラマ みちしるべ / NHK' yapimci etiketi var. Frames/cikis ic-hikaye karelerinde (orn. c_0001, c_0300, c_0500) oyuncular GORUNUYOR (yasli adam, gozlukli adam, kimono/uniformali kiz) ama bu jenerik degil, sahne icerigi - i",qwen_qc.oyuncu_sayisi=0 ve otorite_audit.ocr_dropped=[] (hicbir isim drop edilmemis çünkü hic tespit edilmemis) ile tutarli; gercekten oyuncu-kredisi jenerik parcasinda yok -> D_JENERIKTE_YOK.,,qwen_qc.oyuncu_sayisi=0 ve otorite_audit.ocr_dropped=[] (hicbir isim drop edilmemis çünkü hic tespit edilmemis) ile tutarli; gercekten oyuncu-kredisi jenerik parcasinda yok -> D_JENERIKTE_YOK.
1996-0310,İŞARET DİREĞİ,RENDER,C_OKUNAMAZ,,,YUKSEK,E:\MITAS\Database\İŞARET DİREĞİ 1996-0310-1-0000-00-1\giris_reading_master_runaware.png,ocr_ham.txt satir 1: '90' / satir 6: 'ゆっくり走ってみません' vs kunye.txt satir 2: 'ゆっくり ZOU ってみません' (yanlis pinyin-karisimi transliterasyon),"Tum jenerik metinleri gercekten Japonca (Kanji+Kana) alfabesinde: 'ドラマ', 'ゆっくり走ってみません', '長府警察署・長府交通安全協会', 'みちしるべ', '終', '企画・制作 NHK'. OCR motoru bunlari yanlislikla Cince-pinyin transliterasyona (ZHONG CUN MIAN..., JIAO ZAO AN QUAN...) veya rastgele bozuk Latin/Kiril benzeri karakterlere cevirmis.","route.agir 'Latin-disi alfabe (Kiril/Yunan/Arap/CJK) sizdi' hukmu dogrulandi; kaynak gercekten Japonca ve OCR/romanizasyon motoru bunu guvenilir okuyamiyor -> insan/uzman CJK okumasi gerekli, C_OKUNAMAZ.",,"route.agir 'Latin-disi alfabe (Kiril/Yunan/Arap/CJK) sizdi' hukmu dogrulandi; kaynak gercekten Japonca ve OCR/romanizasyon motoru bunu guvenilir okuyamiyor -> insan/uzman CJK okumasi gerekli, C_OKUNAMAZ."
1996-0316,TANGO ARGENTINO,YONETMEN,D_JENERIKTE_YOK,garble_gate,,YUKSEK,E:\MITAS\Database\TANGO ARGENTINO 1996-0316-1-0000-00-1\frames\giris\g_0001.png,"ocr_ham.txt satir1-2: ""ที้"" / ""St"" (bozuk, gorsel karsiligi yok)","146 giris (g_0001-0146) ve 720 cikis (c_0001-0720) karesinin ~15'i acildi: araba-ici gece diyalogu, aile masasi/kutlama sahnesi, mumlu masa sohbeti, banyo/soba sahnesi, kapanista tam siyah (fade-to-black, c_0715-0720). Hicbir karede yazi, jenerik karti veya isim-kredisi yok.","Jenerik-detektoru 720 cikis karesinde 'No persistent credit text cluster found' demis (detector/result.json); YONETMEN hicbir karede gorsel olarak mevcut degil, OCR'daki 'garble' harfler sahne dokusundan (halisinasyon) geliyor, gercek yazi degil.",,"Jenerik-detektoru 720 cikis karesinde 'No persistent credit text cluster found' demis (detector/result.json); YONETMEN hicbir karede gorsel olarak mevcut degil, OCR'daki 'garble' harfler sahne dokusundan (halisinasyon) geliyor, gercek yazi degil."
1996-0316,TANGO ARGENTINO,KIMLIK,D_JENERIKTE_YOK,,,ORTA,E:\MITAS\Database\TANGO ARGENTINO 1996-0316-1-0000-00-1\frames\cikis\c_0689.png,"_DURUM.json neden: ""kimlik celiskisi (KB cross-check)"", qc_block: ""cast-ortusme<2, web capasi kilitlenemedi""","Giris ve cikis frame havuzlarinda (toplam 866 kare, orneklenen ~15) hicbir isim/kart/altyazi yok; ASR transkripti (tr, conf 0.87) Turkce dublaj konusma icerigi, kunye-tipi bilgi tasimiyor.","Kimlik kurulamamasinin nedeni cast/yonetmen bilgisinin hem OCR'da hem gorselde gercekten yok olmasi (D), OCR-okuyamama (B) degil; web-capa kilitlenememesi bagimsiz bir KB sorunu.",,"Kimlik kurulamamasinin nedeni cast/yonetmen bilgisinin hem OCR'da hem gorselde gercekten yok olmasi (D), OCR-okuyamama (B) degil; web-capa kilitlenememesi bagimsiz bir KB sorunu."
1996-0316,TANGO ARGENTINO,CAST,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\TANGO ARGENTINO 1996-0316-1-0000-00-1\frames\cikis\c_0604.png,"ocr_ham.txt: ""KOy""/""HOF""/""ROF"" (c_0205/c_0207 fayans-desen halisinasyonu, isim degil)","Ayni giris/cikis kareleri (araba, aile sofrasi, dogum-gunu masasi, soba/avize sahneleri) incelendi; hicbirinde oyuncu-adi karti veya alt yazi metni yok. qwen_qc.oyuncu_sayisi=0 ve notlar alaninda 'Oyuncular ve yonetmen kisimlari bos' teyidi var.","Final kunye_teslim.md 'Oyuncular' alani bos cikti; bu D_JENERIKTE_YOK hukmunu dogruluyor (cast karti hic yok, OCR-okuma hatasi degil).",,"Final kunye_teslim.md 'Oyuncular' alani bos cikti; bu D_JENERIKTE_YOK hukmunu dogruluyor (cast karti hic yok, OCR-okuma hatasi degil)."
1996-0316,TANGO ARGENTINO,RENDER,A_ELENDI,garble_gate,,YUKSEK,E:\MITAS\Database\TANGO ARGENTINO 1996-0316-1-0000-00-1\frames\cikis\c_0568.png,"raw_reads.jsonl line13: text=""ΔΔΔ"" fold=""δδδ"" frame=c_0568.png bbox y0:37-65","route.agir'de bildirilen ""Latin-disi alfabe sizdi"" uyarisinin kaynagi ocr_ham.txt: ""ДА"" (Kiril, c_0554), ""ΔΔΔ"" (Yunan, c_0568), ""٠،٠"" (Arapca noktalama/rakam, c_0188), ""ที้""/""ก"" (Tay alfabesi, g_0001/c_0604). Bu karelerin hepsi acildi: hicbirinde gercek yazi yok, sadece duvar kagidi deseni (c_0568/c_0555), fayans soba suslemesi (c_0604), avize/isik lekeleri (c_0689) var — OCR motoru dokuyu metne h","normalization_log.jsonl: tum 18 raw satir action=deleted_by_clean_dedup_or_filter, best_final_text="""" — final kunye_teslim.md'de hicbir Latin-disi karakter yok; garble_gate/lexicon filtreleri sizintiyi finale tasimadan elemis.",,"normalization_log.jsonl: tum 18 raw satir action=deleted_by_clean_dedup_or_filter, best_final_text="""" — final kunye_teslim.md'de hicbir Latin-disi karakter yok; garble_gate/lexicon filtreleri sizintiyi finale tasimadan elemis."
1996-0325,KIZIL HAYAT,YONETMEN,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\KIZIL HAYAT 1996-0325-1-0000-00-1\master_dilim\reading_master_runaware_p04.png,dilim_oneocr.txt satir 322: '1er Assistant Réalisateur / David Carayon' (asil yonetmen basligi yok),"Giris master (UGC/D.A. International/IMA FILMS et UGC IMAGES/PRESENTENT) ve master_dilim p01-p12 (12 sayfa, jenerigin sonuna 'Depot legal:1996' kadar) tek tek acildi; hicbir karede yonetmen basligi (Un film de/Realise par/Directed by) yok. Sadece '1er/2eme Assistant Realisateur' (yardimci yonetmen) satirlari var.","route.agir 'yönetmen garble (okunamadı)' diyor ama gercekte garble degil, yonetmen bilgisi jenerikte fiilen hic yok; drop_stage etiketi yanlis (garble yerine D_JENERIKTE_YOK olmali).",,"route.agir 'yönetmen garble (okunamadı)' diyor ama gercekte garble degil, yonetmen bilgisi jenerikte fiilen hic yok; drop_stage etiketi yanlis (garble yerine D_JENERIKTE_YOK olmali)."
1996-0325,KIZIL HAYAT,KIMLIK,A_ELENDI,identity_unlocked,"Vadim Alexander Balouev, Serguei Stepantchenko, Dimitri Pevtsov, Vselvolod Larionov, Rasmi Djabrailov, Jerome Deschamps, Lev Borissov, Konstantin Berdikov",ORTA,E:\MITAS\Database\KIZIL HAYAT 1996-0325-1-0000-00-1\master_dilim\reading_master_runaware_p04.png,kunye.txt satir 48-57: 'Vadim Alexander Balouev / Serguei Stepantchenko / Dimitri Pevtsov / Vselvolod Larionov / Rasmi Djabrailov / et la participation amicale de / Jérome Deschamps / Le tailleur Lev Borissov / Bukov / Konstantin Berdikov',"master_dilim p04'te kunye tablosu net okunur: 'avec / Vadim Alexander Balouev / Uluk Sergueï Stepantchenko / Jafar Dimitri Pevtsov / Ivan Vselvolod Larionov / Ahmed Rasmi Djabrailov / et la participation amicale de Jérôme Deschamps / Le tailleur Lev Borissov / Bukov Sergueï Galkin / Le Moustachu Konstantin Berdikov...' - Latin alfabe, temiz.","Cast frame+OCR'da net okunuyor ve final PDF'e de (8 oyuncu, dusurulmeden) gecmis; sorun OCR degil, KB/web-capa cross-check katmani ('kimlik çelişkisi', 'XML-PDF cast kesişimi 0', 'cast-örtüşme<2 web çapası kilitlenemedi') kimligi kilitleyemedigi icin KONTROL'e dusurulmus.",,"Cast frame+OCR'da net okunuyor ve final PDF'e de (8 oyuncu, dusurulmeden) gecmis; sorun OCR degil, KB/web-capa cross-check katmani ('kimlik çelişkisi', 'XML-PDF cast kesişimi 0', 'cast-örtüşme<2 web çapası kilitlenemedi') kimligi kilitleyemedigi icin KONTROL'e dusurulmus."
1996-0330,İKİ SEVGİLİM VAR,HAFIF,D_JENERIKTE_YOK,,,ORTA,"E:\MITAS\Database\İKİ SEVGİLİM VAR 1996-0330-1-0000-00-1\1996-0330-1-0000-00-1 İKİ SEVGİLİM VAR giris.png (afis icermiyor, kontrol amacli acildi)","qwen_uyari: ""qwen: afiş yok (deterministik poster_fetch garanti — uyarı)""","Hub klasorunde (E:\MITAS\Database\Iki SEVGiLiM VAR 1996-0330-1-0000-00-1) afis/poster iceren hicbir dosya yok; giris.png/cikis.png master framelerinde de afis gorseli aranan bir alan degil (bunlar jenerik yazi frame'leri, poster degil).","AFIS/poster OCR veya frame'den degil harici deterministik poster_fetch adimindan gelir; bu adim afis bulamamis (afis_var:false). Klasorde *afis*/*poster*/*.jpg/*.jpeg aramasi da sifir sonuc verdi, master_manifest.json ve .txt/.pdf ciktilarinda da poster referansi yok.",,"AFIS/poster OCR veya frame'den degil harici deterministik poster_fetch adimindan gelir; bu adim afis bulamamis (afis_var:false). Klasorde *afis*/*poster*/*.jpg/*.jpeg aramasi da sifir sonuc verdi, master_manifest.json ve .txt/.pdf ciktilarinda da poster referansi yok."
1996-0350,IRIS'IN SIRRI,CAST,A_ELENDI,,VIKTOR LAZLO,DUSUK,E:\MITAS\Database\IRIS'IN SIRRI 1996-0350-1-0000-00-1\master_dilim\giris_reading_master_runaware_p01.png,"ocr_ham.txt satir 9: 'VIKTOR LAZLO' (satir 55'te ikinci kez tekrarlanmis, net okunur)","giris_reading_master_runaware_p01/p02.png: MARIE TRINTIGNANT, LAMBERT WILSON, ANTOINE DULERY, ANNE JACQUEMIN, BERNARD YERLES, ISABELLE NANTY (ikinci kart soluk/hayalet ama okunur), PIERRE-QUENTIN FAESCH, MERYL ESTRAGNAT, LUDIVINE SAGNIER hepsi net Latin harfleriyle okunuyor; VIKTOR LAZLO icin p01/p02 gorsel dilimlerinde ayri kart goremedim (dilim siniri bosluguna denk gelmis olabilir)","VIKTOR LAZLO ham OCR'da (ocr_ham.txt) net ve dogru sirada mevcut; final kunye.txt Oyuncular listesine dogru sekilde gecmis; sadece incelenen 2 master-dilim sayfasinda kendine ait ayri kart gorulmedi, muhtemelen ### DILIM-SINIRI ### tam o kartin uzerine denk geldi -- gercek eleme degil, gorsel dogrulama sinirlamasi",,"VIKTOR LAZLO ham OCR'da (ocr_ham.txt) net ve dogru sirada mevcut; final kunye.txt Oyuncular listesine dogru sekilde gecmis; sadece incelenen 2 master-dilim sayfasinda kendine ait ayri kart gorulmedi, muhtemelen ### DILIM-SINIRI ### tam o kartin uzerine denk geldi -- gercek eleme degil, gorsel dogrulama sinirlamasi"
1996-0350,IRIS'IN SIRRI,CAST,D_JENERIKTE_YOK,lexicon_anchor_misparse,Trintignant Marie / Trintignant Lambert / Wilson Lambert,YUKSEK,E:\MITAS\Database\IRIS'IN SIRRI 1996-0350-1-0000-00-1\master_dilim\giris_reading_master_runaware_p01.png,"_DURUM.json otorite_audit.raw_cap_dropped: 'Trintignant Marie','Trintignant Lambert','Wilson Lambert' -- ayni liste boyunca 'Canal France','France Secret' gibi anlamsiz ciftler de var, tumu n-gram artefakti","Bu 3 'ad' hicbir karede ayri bir oyuncu olarak gorulmuyor; MARIE TRINTIGNANT -> LAMBERT WILSON kartlari arasindaki 2-kelimelik kayan-pencere (sliding n-gram) parcasidir, gercek isim degildir","qwen_uyari CAST_CAP_DUSEN uyarisi yanlis-pozitif: bu 3 isim gercek oyuncu degil, bigram/dedup artefakti; uyarida 'gorunurluk-karar-etkisiz' notu dogru",,"qwen_uyari CAST_CAP_DUSEN uyarisi yanlis-pozitif: bu 3 isim gercek oyuncu degil, bigram/dedup artefakti; uyarida 'gorunurluk-karar-etkisiz' notu dogru"
1996-0350,IRIS'IN SIRRI,CAST,E_VERI_YOK,,"MARIE TRINTIGNANT; LAMBERT WILSON; ANTOINE DULERY; ANNE JACQUEMIN; BERNARD YERLES; VIKTOR LAZLO; ISABELLE NANTY; PIERRE-QUENTIN FAESCH; MERYL ESTRAGNAT; LUDIVINE SAGNIER (10 oyuncu, hepsi finalde mevcut)",YUKSEK,E:\MITAS\Database\IRIS'IN SIRRI 1996-0350-1-0000-00-1\1996-0350-1-0000-00-1 IRIS'IN SIRRI.txt,"satir 13-23: '--- Oyuncular ---' basligi altinda 10 oyuncu tam liste, ocr_ham.txt ile birebir ayni sira/isimler","Master jenerik frame'lerinde (p01+p02) 9/10 isim net Latin harfli, buyuk harfli, dublaj/yabanci-alfabe/bozukluk yok; final teslim dosyasinda (.txt 'Oyuncular' bolumu) 10 isim eksiksiz ve dogru sirada","CAST alani genel hukmu: qwen_qc.oyuncu_sayisi=10 dogrulandi, gercek eleme yok, tum veri mevcut ve dogru -- protokol geregi alan basina hukum zorunlu oldugundan buraya not dusuldu, ancak fiilen kayip veri durumu yoktur",,"CAST alani genel hukmu: qwen_qc.oyuncu_sayisi=10 dogrulandi, gercek eleme yok, tum veri mevcut ve dogru -- protokol geregi alan basina hukum zorunlu oldugundan buraya not dusuldu, ancak fiilen kayip veri durumu yoktur"
1996-0353,AŞK EVLİLİĞİ,HAFIF,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\AŞK EVLİLİĞİ 1996-0353-1-0000-00-1\pdf\kunye_onizleme.png,"_DURUM.json qwen_uyari: ""qwen: afiş yok (deterministik poster_fetch garanti — uyarı)""; qwen_qc.afis_var=false","Final teslim PDF onizlemesinde (pdf/kunye_onizleme.png) sayfa tamamen metin alanlarindan olusuyor; hicbir poster/afis gorseli gomulu degil. giris.png jenerik master'i da yalnizca kayan jenerik metin satirlarini iceriyor (Une coproduction / CAPA DRAMA-M6 / MARIAGE D'AMOUR / avec / oyuncu-ekip isimleri), bir film afisi/poster karesi degil.","route.hafif=[""AFIS""] dogru tespit: afis harici deterministik poster_fetch adiminin sorumlulugunda, bu klasorde (frames/, master_dilim/, pdf/, kok dizin) afis/poster adinda veya icerigin de hicbir dosya/gorsel bulunamadi; drop_stage uygulanamaz cunku alan zaten OCR/frame kaynakli degil, harici fetch basarisiz/atlanmis.",,"route.hafif=[""AFIS""] dogru tespit: afis harici deterministik poster_fetch adiminin sorumlulugunda, bu klasorde (frames/, master_dilim/, pdf/, kok dizin) afis/poster adinda veya icerigin de hicbir dosya/gorsel bulunamadi; drop_stage uygulanamaz cunku alan zaten OCR/frame kaynakli degil, harici fetch basarisiz/atlanmis."
1996-0356,SİNDİRELLA'NIN KIZININ MACERALARI,YONETMEN,D_JENERIKTE_YOK,,,YUKSEK,E:\MITAS\Database\SİNDİRELLA'NIN KIZININ MACERALARI 1996-0356-1-0000-00-1\giris_reading_master_runaware.png,clip.json/dilim_oneocr.txt: 'Director of Photography / Warren J. Bellamy' var ama 'Director/Directed by/Yönetmen' hiç yok,"Giris master'inda (7969px, kitap acilisindan 'production designer nanci noblett'e kadar) ve cikis crawl master'inda (6686px, tam Crew listesi) 'Directed by' / 'A Film by' karti YOK; sadece 'Director of Photography: Warren J. Bellamy' goruluyor (goruntu yonetmeni, yonetmen degil)","Jenerik boyunca (giris+cikis, tum crawl) ayri bir yonetmen karti hic gecmiyor; DOP ile karistirilmamali; gercekten jenerikte yok gibi gorunuyor",,"Jenerik boyunca (giris+cikis, tum crawl) ayri bir yonetmen karti hic gecmiyor; DOP ile karistirilmamali; gercekten jenerikte yok gibi gorunuyor"
1996-0356,SİNDİRELLA'NIN KIZININ MACERALARI,KIMLIK,A_ELENDI,guard,"Laurie Plaksin, Jim Wise, Liz Lavoie, Joe Lando, Shirley Jones vb. (tam cast net okunur)",YUKSEK,E:\MITAS\Database\SİNDİRELLA'NIN KIZININ MACERALARI 1996-0356-1-0000-00-1\master_dilim\reading_master_runaware_p01.png,"_log.jsonl: 'kunye-okuma(metin) model=None guven=OKUNAMADI yon=[]' + 'QC1-RED — yon=BOS, cast=0'","reading_master_runaware_p01.png'de 'Cast' basligi altinda 15 karakter-oyuncu eslesmesi tam okunur (Laurie Plaksin/Cindy, Joe Lando/King Gregory, Shirley Jones/The Fairy Godmother...), ayrica dilim_oneocr.txt ham OCR'da ayni liste birebir cikmis","Asil OCR modeli (model=None) hic calismamis, QC1 RED ile cast=0/yon=BOS kabul edilmis; oysa alternatif oneocr katmani (dilim_oneocr.txt) ve gorsel master'da kimlik tam ve net okunur durumda; final kunyede kimlik yanlislikla 'kurulamadi' denip elenmis",,"Asil OCR modeli (model=None) hic calismamis, QC1 RED ile cast=0/yon=BOS kabul edilmis; oysa alternatif oneocr katmani (dilim_oneocr.txt) ve gorsel master'da kimlik tam ve net okunur durumda; final kunyede kimlik yanlislikla 'kurulamadi' denip elenmis"
1996-0356,SİNDİRELLA'NIN KIZININ MACERALARI,CAST,A_ELENDI,guard,"Laurie Plaksin (Cindy), Jim Wise (Fred the Fairy Godbrother), Liz Lavoie (Queen Cinderella), Joe Lando (King Gregory), Shirley Jones (The Fairy Godmother) ve digerleri",YUKSEK,E:\MITAS\Database\SİNDİRELLA'NIN KIZININ MACERALARI 1996-0356-1-0000-00-1\giris_reading_master_runaware_p01.png,clip.json: 'Cast / Laurie Plaksin / Cindy / Jim Wise / Fred the Fairy / Godbrother / Liz Lavoie / Queen Cinderella / Joe Lando / King Gregory ...',Giris master'inda 'starring / laurie plaksin / jim wise / liz lavoie / matthew wagner / steven rothstein / and joe lando as KING GREGORY' acikca okunuyor; cikis master crawl'inda tam 15 kisilik Cast tablosu (isim+karakter) net,"_log.jsonl 'credit_qc1_red: yon=BOS, cast=0' ve pdf_completed 'cast=0' kayitlariyla teyitli; asil OCR sureci calismadigindan (model=None) tespit edilen cast final'e hic yansitilmamis; teknik.txt/kunye.txt'de Oyuncular alani '-' birakilmis",,"_log.jsonl 'credit_qc1_red: yon=BOS, cast=0' ve pdf_completed 'cast=0' kayitlariyla teyitli; asil OCR sureci calismadigindan (model=None) tespit edilen cast final'e hic yansitilmamis; teknik.txt/kunye.txt'de Oyuncular alani '-' birakilmis"
1996-0356,SİNDİRELLA'NIN KIZININ MACERALARI,OZET,OZET_TRANSKRIPT_YOK,,,YUKSEK,,"subtitle.json: {""altyazili"": false, ""oran"": 0.0, ""hits"": 0, ""total"": 60, ""guven"": ""yuksek"", ""ornekler"": []}","Transcript/chlang.json dosyalari klasorde hic bulunamadi (glob sonucu bos); _DURUM.json asr_status='failed', asr_segments=null, transcript_chars=null","ASR tamamen basarisiz olmus (asr-92b68ec1 klasorunde sadece ham wav ve bos subtitle.json var), gercek transkript hic uretilmemis; kunye.txt'de 'OZET AYRI BIR ADIMDA URETILECEKTIR' notu ile ozet zaten bos birakilmis",,"ASR tamamen basarisiz olmus (asr-92b68ec1 klasorunde sadece ham wav ve bos subtitle.json var), gercek transkript hic uretilmemis; kunye.txt'de 'OZET AYRI BIR ADIMDA URETILECEKTIR' notu ile ozet zaten bos birakilmis"
1996-0368,SAVAŞTAN DÖNÜŞ,YONETMEN,A_ELENDI,lexicon_anchor_misparse,BUS DEPOT (yerine EMILIO ESTEVEZ olmaliydi),YUKSEK,E:\MITAS\Database\SAVAŞTAN DÖNÜŞ 1996-0368-1-0000-00-1\debug_trace\artifacts\ocr\ocr_ham.txt (satir 23-24),23 DIRECTED BY / 24 EMILIO ESTEVEZ  (ocr_raw_all.txt satir 110-148 arasinda ayni cift 7 kez tekrarlanarak dogrulaniyor: 'DIRECTED BY' + 'EMILIO ESTEVEZ'),"giris_jenerik havuzundaki 10 frame'de (g_0010..g_0150) numara atlamasi var (35->122), 'DIRECTED BY/EMILIO ESTEVEZ' kredi karesi bu havuzda yakalanmamis; master PNG/giris_reading_master_runaware.png de sadece basliga (THE WAR AT HOME) kadar gidiyor, o noktaya ulasmiyor. Ancak ham OCR (cok-frame pass) krediyi acikca yakalamis.","credit_text.candidate_read (LLM/OCR-satir cikarimi) 'DIRECTED BY' anchor'ini dogru buldu ama hemen ardindan/civarinda tekrarlayan 'BUS DEPOT' otobus-istasyonu tabela metnini yonetmen adayi olarak aldi (dogru isim EMILIO ESTEVEZ ayni blokta mevcutken). credit_validate KB/IMDb karsi 'BUS DEPOT' dogrulanamadi dedi (dogru), fuzzy.candidate_dropped ise KB'de otoriter_yonetmen=['Emilio Estevez'] mevcutk",,"credit_text.candidate_read (LLM/OCR-satir cikarimi) 'DIRECTED BY' anchor'ini dogru buldu ama hemen ardindan/civarinda tekrarlayan 'BUS DEPOT' otobus-istasyonu tabela metnini yonetmen adayi olarak aldi (dogru isim EMILIO ESTEVEZ ayni blokta mevcutken). credit_validate KB/IMDb karsi 'BUS DEPOT' dogrulanamadi dedi (dogru), fuzzy.candidate_dropped ise KB'de otoriter_yonetmen=['Emilio Estevez'] mevcutk"
1997-0217,ÖRGÜT,YONETMEN,C_OKUNAMAZ,identity_unlocked,"UGO FABRIZIO GIORDANI (yanlis-film adayi, ÖRGÜT'e ait degil)",YUKSEK,E:\MITAS\Database\ÖRGÜT 1997-0217-1-0000-00-1\giris_reading_master_runaware.png,regia / UGO FABRIZIO GIORDANI (master_dilim/dilim_oneocr.txt satir 36-39),"giris_reading_master_runaware.png ve master_dilim/dilim_oneocr.txt tamamen Italyanca baska bir film jenerigi (Anthony Quinn / Pupi Avati / 'Il Sindaco del Rione Sanità', SACIS International). 'regia UGO FABRIZIO GIORDANI' okunur ama ÖRGÜT ile alakasiz.","Kaynak video dosyasi (evoArcadmin_ÇÖZÜMLEMEV2S9_...ÖRGÜT.mp4) yanlis-film icerigi tasiyor gorunuyor; gercek OCR motoru da crash (engine=yok, access violation) oldugu icin ÖRGÜT'e ait yönetmen hicbir kanalda dogrulanamadi.",,"Kaynak video dosyasi (evoArcadmin_ÇÖZÜMLEMEV2S9_...ÖRGÜT.mp4) yanlis-film icerigi tasiyor gorunuyor; gercek OCR motoru da crash (engine=yok, access violation) oldugu icin ÖRGÜT'e ait yönetmen hicbir kanalda dogrulanamadi."
